INDICATOR_LABEL	INDICATOR_ID	INDICATOR_DESC	MINSET_SERIES	MINSET_SERIES_DESC	REF_AREA	REF_AREA_DESC	SEX	SEX_DESC	AGE	AGE_DESC	TSK_sub_dims	TSK_sub_id	TSK_sub_desc	sort_order	ISO3	X	Y	UNmember	GEOLEVEL	GEOLEVEL_Desc	SDG_REGION	years	min_year	max_year	N_years	N_years_lag5	N_years_lag10
V.5	I731e1dca	Adolescent birth rate (aged 10-14 years; aged 15-19 years) per 1,000 women in that age group	S9ebf1887	Adolescent birth rate (aged 15-19 years) per 1,000 women in that age group	218	Ecuador	F	Female	Y15T19	15 to 19 years old	SEX__AGE	F__Y15T19	Female, 15 to 19 years old	8700	ECU	-78.37005241	-1.447785891	1.0	4	Country or Area	Latin America and the Caribbean	[2000, 2001, 2002, 2003, 2004, 2005, 2006, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019]	2000	2019	18	5	10
V.5	I731e1dca	Adolescent birth rate (aged 10-14 years; aged 15-19 years) per 1,000 women in that age group	S9ebf1887	Adolescent birth rate (aged 15-19 years) per 1,000 women in that age group	222	El Salvador	F	Female	Y15T19	15 to 19 years old	SEX__AGE	F__Y15T19	Female, 15 to 19 years old	8700	SLV	-88.86862995	13.73603564	1.0	4	Country or Area	Latin America and the Caribbean	[2000, 2001, 2002, 2003, 2005, 2006, 2007, 2010, 2011, 2012, 2013, 2015]	2000	2015	12	1	5
V.5	I731e1dca	Adolescent birth rate (aged 10-14 years; aged 15-19 years) per 1,000 women in that age group	S9ebf1887	Adolescent birth rate (aged 15-19 years) per 1,000 women in that age group	226	Equatorial Guinea	F	Female	Y15T19	15 to 19 years old	SEX__AGE	F__Y15T19	Female, 15 to 19 years old	8700	GNQ	10.46535826	1.565792376	1.0	4	Country or Area	Sub-Saharan Africa	[2000, 2008, 2010]	2000	2010	3	0	1
V.5	I731e1dca	Adolescent birth rate (aged 10-14 years; aged 15-19 years) per 1,000 women in that age group	S9ebf1887	Adolescent birth rate (aged 15-19 years) per 1,000 women in that age group	231	Ethiopia	F	Female	Y15T19	15 to 19 years old	SEX__AGE	F__Y15T19	Female, 15 to 19 years old	8700	ETH	39.63505296	8.631223181	1.0	4	Country or Area	Sub-Saharan Africa	[2002, 2003, 2006, 2008, 2009, 2013, 2014]	2002	2014	7	0	2
V.5	I731e1dca	Adolescent birth rate (aged 10-14 years; aged 15-19 years) per 1,000 women in that age group	S9ebf1887	Adolescent birth rate (aged 15-19 years) per 1,000 women in that age group	232	Eritrea	F	Female	Y15T19	15 to 19 years old	SEX__AGE	F__Y15T19	Female, 15 to 19 years old	8700	ERI	38.11074289	16.12894644	1.0	4	Country or Area	Sub-Saharan Africa	[2000, 2002, 2007, 2008]	2000	2008	4	0	0
V.5	I731e1dca	Adolescent birth rate (aged 10-14 years; aged 15-19 years) per 1,000 women in that age group	S9ebf1887	Adolescent birth rate (aged 15-19 years) per 1,000 women in that age group	233	Estonia	F	Female	Y15T19	15 to 19 years old	SEX__AGE	F__Y15T19	Female, 15 to 19 years old	8700	EST	25.84093481	58.68487172	1.0	4	Country or Area	Europe and Northern America	[2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018]	2000	2018	19	4	9
V.5	I731e1dca	Adolescent birth rate (aged 10-14 years; aged 15-19 years) per 1,000 women in that age group	S9ebf1887	Adolescent birth rate (aged 15-19 years) per 1,000 women in that age group	234	Faroe Islands	F	Female	Y15T19	15 to 19 years old	SEX__AGE	F__Y15T19	Female, 15 to 19 years old	8700	FRO	-7.122044325	62.21228119		4	Country or Area	Europe and Northern America	[2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018]	2000	2018	19	4	9
V.5	I731e1dca	Adolescent birth rate (aged 10-14 years; aged 15-19 years) per 1,000 women in that age group	S9ebf1887	Adolescent birth rate (aged 15-19 years) per 1,000 women in that age group	242	Fiji	F	Female	Y15T19	15 to 19 years old	SEX__AGE	F__Y15T19	Female, 15 to 19 years old	8700	FJI	177.9660884	-17.83301566	1.0	4	Country or Area	Oceania, exc. Australia and New Zealand	[2002, 2004, 2008, 2013, 2016]	2002	2016	5	1	2
V.5	I731e1dca	Adolescent birth rate (aged 10-14 years; aged 15-19 years) per 1,000 women in that age group	S9ebf1887	Adolescent birth rate (aged 15-19 years) per 1,000 women in that age group	246	Finland	F	Female	Y15T19	15 to 19 years old	SEX__AGE	F__Y15T19	Female, 15 to 19 years old	8700	FIN	23.308447	61.91586738	1.0	4	Country or Area	Europe and Northern America	[2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018]	2000	2018	19	4	9
V.5	I731e1dca	Adolescent birth rate (aged 10-14 years; aged 15-19 years) per 1,000 women in that age group	S9ebf1887	Adolescent birth rate (aged 15-19 years) per 1,000 women in that age group	250	France	F	Female	Y15T19	15 to 19 years old	SEX__AGE	F__Y15T19	Female, 15 to 19 years old	8700	FRA	2.457288129	46.62660861	1.0	4	Country or Area	Europe and Northern America	[2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018]	2000	2018	19	4	9
V.5	I731e1dca	Adolescent birth rate (aged 10-14 years; aged 15-19 years) per 1,000 women in that age group	S9ebf1887	Adolescent birth rate (aged 15-19 years) per 1,000 women in that age group	254	French Guiana	F	Female	Y15T19	15 to 19 years old	SEX__AGE	F__Y15T19	Female, 15 to 19 years old	8700	GUF	-53.23619089	3.922673437		4	Country or Area	Latin America and the Caribbean	[2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2013, 2014, 2015, 2016, 2017]	2000	2017	13	3	5
V.5	I731e1dca	Adolescent birth rate (aged 10-14 years; aged 15-19 years) per 1,000 women in that age group	S9ebf1887	Adolescent birth rate (aged 15-19 years) per 1,000 women in that age group	258	French Polynesia	F	Female	Y15T19	15 to 19 years old	SEX__AGE	F__Y15T19	Female, 15 to 19 years old	8700	PYF	-149.4052367	-17.67709294		4	Country or Area	Oceania, exc. Australia and New Zealand	[2000, 2001, 2002, 2003, 2004, 2005, 2006, 2010, 2011, 2012, 2013, 2014, 2017, 2018]	2000	2018	14	2	7
V.5	I731e1dca	Adolescent birth rate (aged 10-14 years; aged 15-19 years) per 1,000 women in that age group	S9ebf1887	Adolescent birth rate (aged 15-19 years) per 1,000 women in that age group	262	Djibouti	F	Female	Y15T19	15 to 19 years old	SEX__AGE	F__Y15T19	Female, 15 to 19 years old	8700	DJI	42.18274707	11.56004161	1.0	4	Country or Area	Sub-Saharan Africa	[2001, 2009, 2011]	2001	2011	3	0	1
V.5	I731e1dca	Adolescent birth rate (aged 10-14 years; aged 15-19 years) per 1,000 women in that age group	S9ebf1887	Adolescent birth rate (aged 15-19 years) per 1,000 women in that age group	266	Gabon	F	Female	Y15T19	15 to 19 years old	SEX__AGE	F__Y15T19	Female, 15 to 19 years old	8700	GAB	11.78727747	-0.60687619	1.0	4	Country or Area	Sub-Saharan Africa	[2004, 2009, 2010, 2012]	2004	2012	4	0	2
V.5	I731e1dca	Adolescent birth rate (aged 10-14 years; aged 15-19 years) per 1,000 women in that age group	S9ebf1887	Adolescent birth rate (aged 15-19 years) per 1,000 women in that age group	268	Georgia	F	Female	Y15T19	15 to 19 years old	SEX__AGE	F__Y15T19	Female, 15 to 19 years old	8700	GEO	43.3713615	42.04813028	1.0	4	Country or Area	Northern Africa and Western Asia	[2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019]	2000	2019	20	5	10
V.5	I731e1dca	Adolescent birth rate (aged 10-14 years; aged 15-19 years) per 1,000 women in that age group	S9ebf1887	Adolescent birth rate (aged 15-19 years) per 1,000 women in that age group	270	Gambia	F	Female	Y15T19	15 to 19 years old	SEX__AGE	F__Y15T19	Female, 15 to 19 years old	8700	GMB	-15.39944785	13.45295927	1.0	4	Country or Area	Sub-Saharan Africa	[2000, 2005, 2009, 2011, 2012, 2016]	2000	2016	6	1	3
V.5	I731e1dca	Adolescent birth rate (aged 10-14 years; aged 15-19 years) per 1,000 women in that age group	S9ebf1887	Adolescent birth rate (aged 15-19 years) per 1,000 women in that age group	275	State of Palestine	F	Female	Y15T19	15 to 19 years old	SEX__AGE	F__Y15T19	Female, 15 to 19 years old	8700	PSE	35.25694122	31.94347933		4	Country or Area	Northern Africa and Western Asia	[2003, 2005, 2006, 2009, 2010, 2012, 2014, 2018]	2003	2018	8	1	4
V.5	I731e1dca	Adolescent birth rate (aged 10-14 years; aged 15-19 years) per 1,000 women in that age group	S9ebf1887	Adolescent birth rate (aged 15-19 years) per 1,000 women in that age group	276	Germany	F	Female	Y15T19	15 to 19 years old	SEX__AGE	F__Y15T19	Female, 15 to 19 years old	8700	DEU	10.3806066	51.08862743	1.0	4	Country or Area	Europe and Northern America	[2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018]	2000	2018	19	4	9
V.5	I731e1dca	Adolescent birth rate (aged 10-14 years; aged 15-19 years) per 1,000 women in that age group	S9ebf1887	Adolescent birth rate (aged 15-19 years) per 1,000 women in that age group	288	Ghana	F	Female	Y15T19	15 to 19 years old	SEX__AGE	F__Y15T19	Female, 15 to 19 years old	8700	GHA	-1.205623522	7.964825185	1.0	4	Country or Area	Sub-Saharan Africa	[2000, 2002, 2004, 2006, 2007, 2010, 2012, 2013, 2015, 2016, 2018]	2000	2018	11	3	6
V.5	I731e1dca	Adolescent birth rate (aged 10-14 years; aged 15-19 years) per 1,000 women in that age group	S9ebf1887	Adolescent birth rate (aged 15-19 years) per 1,000 women in that age group	296	Kiribati	F	Female	Y15T19	15 to 19 years old	SEX__AGE	F__Y15T19	Female, 15 to 19 years old	8700	KIR	-157.5643005	1.768837732	1.0	4	Country or Area	Oceania, exc. Australia and New Zealand	[2000, 2005, 2007, 2008, 2010, 2017]	2000	2017	6	1	2
V.5	I731e1dca	Adolescent birth rate (aged 10-14 years; aged 15-19 years) per 1,000 women in that age group	S9ebf1887	Adolescent birth rate (aged 15-19 years) per 1,000 women in that age group	300	Greece	F	Female	Y15T19	15 to 19 years old	SEX__AGE	F__Y15T19	Female, 15 to 19 years old	8700	GRC	22.58307827	39.47301873	1.0	4	Country or Area	Europe and Northern America	[2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018]	2000	2018	19	4	9
V.5	I731e1dca	Adolescent birth rate (aged 10-14 years; aged 15-19 years) per 1,000 women in that age group	S9ebf1887	Adolescent birth rate (aged 15-19 years) per 1,000 women in that age group	304	Greenland	F	Female	Y15T19	15 to 19 years old	SEX__AGE	F__Y15T19	Female, 15 to 19 years old	8700	GRL	-41.39371316	74.75625681		4	Country or Area	Europe and Northern America	[2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019]	2000	2019	20	5	10
V.5	I731e1dca	Adolescent birth rate (aged 10-14 years; aged 15-19 years) per 1,000 women in that age group	S9ebf1887	Adolescent birth rate (aged 15-19 years) per 1,000 women in that age group	308	Grenada	F	Female	Y15T19	15 to 19 years old	SEX__AGE	F__Y15T19	Female, 15 to 19 years old	8700	GRD	-61.68248568	12.11238395	1.0	4	Country or Area	Latin America and the Caribbean	[2000, 2013, 2014]	2000	2014	3	0	2
V.5	I731e1dca	Adolescent birth rate (aged 10-14 years; aged 15-19 years) per 1,000 women in that age group	S9ebf1887	Adolescent birth rate (aged 15-19 years) per 1,000 women in that age group	316	Guam	F	Female	Y15T19	15 to 19 years old	SEX__AGE	F__Y15T19	Female, 15 to 19 years old	8700	GUM	144.7029305	13.35485404		4	Country or Area	Oceania, exc. Australia and New Zealand	[2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018]	2000	2018	19	4	9
V.5	I731e1dca	Adolescent birth rate (aged 10-14 years; aged 15-19 years) per 1,000 women in that age group	S9ebf1887	Adolescent birth rate (aged 15-19 years) per 1,000 women in that age group	320	Guatemala	F	Female	Y15T19	15 to 19 years old	SEX__AGE	F__Y15T19	Female, 15 to 19 years old	8700	GTM	-91.2312746	15.00273719	1.0	4	Country or Area	Latin America and the Caribbean	[2000, 2001, 2003, 2004, 2006, 2007, 2010, 2011, 2013, 2014, 2015, 2016, 2017, 2018]	2000	2018	14	4	8
V.5	I731e1dca	Adolescent birth rate (aged 10-14 years; aged 15-19 years) per 1,000 women in that age group	S9ebf1887	Adolescent birth rate (aged 15-19 years) per 1,000 women in that age group	324	Guinea	F	Female	Y15T19	15 to 19 years old	SEX__AGE	F__Y15T19	Female, 15 to 19 years old	8700	GIN	-11.28173419	11.00210343	1.0	4	Country or Area	Sub-Saharan Africa	[2002, 2003, 2010, 2011, 2013, 2015, 2016]	2002	2016	7	2	5
V.5	I731e1dca	Adolescent birth rate (aged 10-14 years; aged 15-19 years) per 1,000 women in that age group	S9ebf1887	Adolescent birth rate (aged 15-19 years) per 1,000 women in that age group	328	Guyana	F	Female	Y15T19	15 to 19 years old	SEX__AGE	F__Y15T19	Female, 15 to 19 years old	8700	GUY	-58.97322037	4.788012784	1.0	4	Country or Area	Latin America and the Caribbean	[2000, 2002, 2004, 2007, 2012, 2013]	2000	2013	6	0	2
V.5	I731e1dca	Adolescent birth rate (aged 10-14 years; aged 15-19 years) per 1,000 women in that age group	S9ebf1887	Adolescent birth rate (aged 15-19 years) per 1,000 women in that age group	332	Haiti	F	Female	Y15T19	15 to 19 years old	SEX__AGE	F__Y15T19	Female, 15 to 19 years old	8700	HTI	-72.33640958	18.40426539	1.0	4	Country or Area	Latin America and the Caribbean	[2003, 2004, 2009, 2010, 2015]	2003	2015	5	1	2
V.5	I731e1dca	Adolescent birth rate (aged 10-14 years; aged 15-19 years) per 1,000 women in that age group	S9ebf1887	Adolescent birth rate (aged 15-19 years) per 1,000 women in that age group	340	Honduras	F	Female	Y15T19	15 to 19 years old	SEX__AGE	F__Y15T19	Female, 15 to 19 years old	8700	HND	-86.59974381	14.82243161	1.0	4	Country or Area	Latin America and the Caribbean	[2003, 2004, 2009, 2010, 2013, 2014]	2003	2014	6	0	3
V.5	I731e1dca	Adolescent birth rate (aged 10-14 years; aged 15-19 years) per 1,000 women in that age group	S9ebf1887	Adolescent birth rate (aged 15-19 years) per 1,000 women in that age group	344	China, Hong Kong Special Administrative Region	F	Female	Y15T19	15 to 19 years old	SEX__AGE	F__Y15T19	Female, 15 to 19 years old	8700	HKG	114.0266445	22.41749934		4	Country or Area	Eastern and South-Eastern Asia	[2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019]	2000	2019	20	5	10
V.5	I731e1dca	Adolescent birth rate (aged 10-14 years; aged 15-19 years) per 1,000 women in that age group	S9ebf1887	Adolescent birth rate (aged 15-19 years) per 1,000 women in that age group	348	Hungary	F	Female	Y15T19	15 to 19 years old	SEX__AGE	F__Y15T19	Female, 15 to 19 years old	8700	HUN	19.41221519	47.1651448	1.0	4	Country or Area	Europe and Northern America	[2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018]	2000	2018	19	4	9
V.5	I731e1dca	Adolescent birth rate (aged 10-14 years; aged 15-19 years) per 1,000 women in that age group	S9ebf1887	Adolescent birth rate (aged 15-19 years) per 1,000 women in that age group	352	Iceland	F	Female	Y15T19	15 to 19 years old	SEX__AGE	F__Y15T19	Female, 15 to 19 years old	8700	ISL	-19.02116966	64.79134763	1.0	4	Country or Area	Europe and Northern America	[2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018]	2000	2018	19	4	9
V.5	I731e1dca	Adolescent birth rate (aged 10-14 years; aged 15-19 years) per 1,000 women in that age group	S9ebf1887	Adolescent birth rate (aged 15-19 years) per 1,000 women in that age group	356	India	F	Female	Y15T19	15 to 19 years old	SEX__AGE	F__Y15T19	Female, 15 to 19 years old	8700	IND	79.3608464	22.34642074	1.0	4	Country or Area	Central and Southern Asia	[2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2018]	2000	2018	18	3	8
V.5	I731e1dca	Adolescent birth rate (aged 10-14 years; aged 15-19 years) per 1,000 women in that age group	S9ebf1887	Adolescent birth rate (aged 15-19 years) per 1,000 women in that age group	360	Indonesia	F	Female	Y15T19	15 to 19 years old	SEX__AGE	F__Y15T19	Female, 15 to 19 years old	8700	IDN	113.9174	-0.994582204	1.0	4	Country or Area	Eastern and South-Eastern Asia	[2000, 2001, 2005, 2006, 2009, 2010, 2011, 2016]	2000	2016	8	1	3
V.5	I731e1dca	Adolescent birth rate (aged 10-14 years; aged 15-19 years) per 1,000 women in that age group	S9ebf1887	Adolescent birth rate (aged 15-19 years) per 1,000 women in that age group	364	Iran (Islamic Republic of)	F	Female	Y15T19	15 to 19 years old	SEX__AGE	F__Y15T19	Female, 15 to 19 years old	8700	IRN	54.19766348	32.74370885	1.0	4	Country or Area	Central and Southern Asia	[2000, 2001, 2002, 2003, 2004, 2005, 2006, 2010, 2011, 2012, 2013, 2014, 2016, 2017, 2018]	2000	2018	15	3	8
V.5	I731e1dca	Adolescent birth rate (aged 10-14 years; aged 15-19 years) per 1,000 women in that age group	S9ebf1887	Adolescent birth rate (aged 15-19 years) per 1,000 women in that age group	368	Iraq	F	Female	Y15T19	15 to 19 years old	SEX__AGE	F__Y15T19	Female, 15 to 19 years old	8700	IRQ	43.76606267	33.05013795	1.0	4	Country or Area	Northern Africa and Western Asia	[2000, 2001, 2004, 2009, 2016]	2000	2016	5	1	1
V.5	I731e1dca	Adolescent birth rate (aged 10-14 years; aged 15-19 years) per 1,000 women in that age group	S9ebf1887	Adolescent birth rate (aged 15-19 years) per 1,000 women in that age group	372	Ireland	F	Female	Y15T19	15 to 19 years old	SEX__AGE	F__Y15T19	Female, 15 to 19 years old	8700	IRL	-7.121425272	53.25274054	1.0	4	Country or Area	Europe and Northern America	[2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018]	2000	2018	19	4	9
V.5	I731e1dca	Adolescent birth rate (aged 10-14 years; aged 15-19 years) per 1,000 women in that age group	S9ebf1887	Adolescent birth rate (aged 15-19 years) per 1,000 women in that age group	376	Israel	F	Female	Y15T19	15 to 19 years old	SEX__AGE	F__Y15T19	Female, 15 to 19 years old	8700	ISR	34.62277992	31.06164552	1.0	4	Country or Area	Northern Africa and Western Asia	[2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2016, 2017, 2018]	2000	2018	18	3	8
V.5	I731e1dca	Adolescent birth rate (aged 10-14 years; aged 15-19 years) per 1,000 women in that age group	S9ebf1887	Adolescent birth rate (aged 15-19 years) per 1,000 women in that age group	380	Italy	F	Female	Y15T19	15 to 19 years old	SEX__AGE	F__Y15T19	Female, 15 to 19 years old	8700	ITA	12.57022427	42.79917282	1.0	4	Country or Area	Europe and Northern America	[2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018]	2000	2018	19	4	9
V.5	I731e1dca	Adolescent birth rate (aged 10-14 years; aged 15-19 years) per 1,000 women in that age group	S9ebf1887	Adolescent birth rate (aged 15-19 years) per 1,000 women in that age group	384	Côte d'Ivoire	F	Female	Y15T19	15 to 19 years old	SEX__AGE	F__Y15T19	Female, 15 to 19 years old	8700	CIV	-5.552690016	7.62211586	1.0	4	Country or Area	Sub-Saharan Africa	[2003, 2004, 2005, 2009, 2010, 2015]	2003	2015	6	1	2
V.5	I731e1dca	Adolescent birth rate (aged 10-14 years; aged 15-19 years) per 1,000 women in that age group	S9ebf1887	Adolescent birth rate (aged 15-19 years) per 1,000 women in that age group	388	Jamaica	F	Female	Y15T19	15 to 19 years old	SEX__AGE	F__Y15T19	Female, 15 to 19 years old	8700	JAM	-77.31068409	18.15616857	1.0	4	Country or Area	Latin America and the Caribbean	[2000, 2001, 2002, 2003, 2004, 2006, 2007, 2010, 2015, 2016, 2017]	2000	2017	11	3	4
V.5	I731e1dca	Adolescent birth rate (aged 10-14 years; aged 15-19 years) per 1,000 women in that age group	S9ebf1887	Adolescent birth rate (aged 15-19 years) per 1,000 women in that age group	392	Japan	F	Female	Y15T19	15 to 19 years old	SEX__AGE	F__Y15T19	Female, 15 to 19 years old	8700	JPN	139.2716103	36.6554539	1.0	4	Country or Area	Eastern and South-Eastern Asia	[2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018]	2000	2018	19	4	9
V.5	I731e1dca	Adolescent birth rate (aged 10-14 years; aged 15-19 years) per 1,000 women in that age group	S9ebf1887	Adolescent birth rate (aged 15-19 years) per 1,000 women in that age group	398	Kazakhstan	F	Female	Y15T19	15 to 19 years old	SEX__AGE	F__Y15T19	Female, 15 to 19 years old	8700	KAZ	66.65359159	48.01963494	1.0	4	Country or Area	Central and Southern Asia	[2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019]	2000	2019	20	5	10
V.5	I731e1dca	Adolescent birth rate (aged 10-14 years; aged 15-19 years) per 1,000 women in that age group	S9ebf1887	Adolescent birth rate (aged 15-19 years) per 1,000 women in that age group	400	Jordan	F	Female	Y15T19	15 to 19 years old	SEX__AGE	F__Y15T19	Female, 15 to 19 years old	8700	JOR	37.13024774	30.65365973	1.0	4	Country or Area	Northern Africa and Western Asia	[2000, 2001, 2005, 2006, 2007, 2008, 2010, 2011, 2016]	2000	2016	9	1	3
V.5	I731e1dca	Adolescent birth rate (aged 10-14 years; aged 15-19 years) per 1,000 women in that age group	S9ebf1887	Adolescent birth rate (aged 15-19 years) per 1,000 women in that age group	404	Kenya	F	Female	Y15T19	15 to 19 years old	SEX__AGE	F__Y15T19	Female, 15 to 19 years old	8700	KEN	37.86096816	0.534797278	1.0	4	Country or Area	Sub-Saharan Africa	[2000, 2002, 2006, 2007, 2013, 2014]	2000	2014	6	0	2
V.5	I731e1dca	Adolescent birth rate (aged 10-14 years; aged 15-19 years) per 1,000 women in that age group	S9ebf1887	Adolescent birth rate (aged 15-19 years) per 1,000 women in that age group	408	Democratic People's Republic of Korea	F	Female	Y15T19	15 to 19 years old	SEX__AGE	F__Y15T19	Female, 15 to 19 years old	8700	PRK	127.1803633	40.1462645	1.0	4	Country or Area	Eastern and South-Eastern Asia	[2008, 2017]	2008	2017	2	1	1
V.5	I731e1dca	Adolescent birth rate (aged 10-14 years; aged 15-19 years) per 1,000 women in that age group	S9ebf1887	Adolescent birth rate (aged 15-19 years) per 1,000 women in that age group	410	Republic of Korea	F	Female	Y15T19	15 to 19 years old	SEX__AGE	F__Y15T19	Female, 15 to 19 years old	8700	KOR	127.8610254	36.45201023	1.0	4	Country or Area	Eastern and South-Eastern Asia	[2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018]	2000	2018	19	4	9
V.5	I731e1dca	Adolescent birth rate (aged 10-14 years; aged 15-19 years) per 1,000 women in that age group	S9ebf1887	Adolescent birth rate (aged 15-19 years) per 1,000 women in that age group	414	Kuwait	F	Female	Y15T19	15 to 19 years old	SEX__AGE	F__Y15T19	Female, 15 to 19 years old	8700	KWT	47.49305029	29.53949468	1.0	4	Country or Area	Northern Africa and Western Asia	[2000, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018]	2000	2018	18	4	9
V.5	I731e1dca	Adolescent birth rate (aged 10-14 years; aged 15-19 years) per 1,000 women in that age group	S9ebf1887	Adolescent birth rate (aged 15-19 years) per 1,000 women in that age group	417	Kyrgyzstan	F	Female	Y15T19	15 to 19 years old	SEX__AGE	F__Y15T19	Female, 15 to 19 years old	8700	KGZ	74.52324839	41.46204516	1.0	4	Country or Area	Central and Southern Asia	[2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019]	2000	2019	20	5	10
V.5	I731e1dca	Adolescent birth rate (aged 10-14 years; aged 15-19 years) per 1,000 women in that age group	S9ebf1887	Adolescent birth rate (aged 15-19 years) per 1,000 women in that age group	418	Lao People's Democratic Republic	F	Female	Y15T19	15 to 19 years old	SEX__AGE	F__Y15T19	Female, 15 to 19 years old	8700	LAO	101.9901968	20.27482773	1.0	4	Country or Area	Eastern and South-Eastern Asia	[2004, 2005, 2009, 2010, 2014, 2015, 2016]	2004	2016	7	2	4
V.5	I731e1dca	Adolescent birth rate (aged 10-14 years; aged 15-19 years) per 1,000 women in that age group	S9ebf1887	Adolescent birth rate (aged 15-19 years) per 1,000 women in that age group	422	Lebanon	F	Female	Y15T19	15 to 19 years old	SEX__AGE	F__Y15T19	Female, 15 to 19 years old	8700	LBN	35.89391711	33.92152458	1.0	4	Country or Area	Northern Africa and Western Asia	[2001, 2002, 2003, 2018, 2019]	2001	2019	5	2	2
V.5	I731e1dca	Adolescent birth rate (aged 10-14 years; aged 15-19 years) per 1,000 women in that age group	S9ebf1887	Adolescent birth rate (aged 15-19 years) per 1,000 women in that age group	426	Lesotho	F	Female	Y15T19	15 to 19 years old	SEX__AGE	F__Y15T19	Female, 15 to 19 years old	8700	LSO	28.25362195	-29.58041814	1.0	4	Country or Area	Sub-Saharan Africa	[2000, 2002, 2003, 2007, 2008, 2010, 2013, 2016, 2017]	2000	2017	9	2	4
V.5	I731e1dca	Adolescent birth rate (aged 10-14 years; aged 15-19 years) per 1,000 women in that age group	S9ebf1887	Adolescent birth rate (aged 15-19 years) per 1,000 women in that age group	428	Latvia	F	Female	Y15T19	15 to 19 years old	SEX__AGE	F__Y15T19	Female, 15 to 19 years old	8700	LVA	26.42461876	56.64196636	1.0	4	Country or Area	Europe and Northern America	[2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018]	2000	2018	19	4	9
V.5	I731e1dca	Adolescent birth rate (aged 10-14 years; aged 15-19 years) per 1,000 women in that age group	S9ebf1887	Adolescent birth rate (aged 15-19 years) per 1,000 women in that age group	430	Liberia	F	Female	Y15T19	15 to 19 years old	SEX__AGE	F__Y15T19	Female, 15 to 19 years old	8700	LBR	-9.311879038	6.448381009	1.0	4	Country or Area	Sub-Saharan Africa	[2004, 2005, 2007, 2010, 2011, 2015, 2018]	2004	2018	7	2	4
