INDICATOR_LABEL,INDICATOR_ID,INDICATOR_DESC,MINSET_SERIES,MINSET_SERIES_DESC,REF_AREA,REF_AREA_DESC,ISO3,X,Y,SDG_REGION,REPORTING_TYPE,REPORTING_TYPE_DESC,SOURCE_YEAR,UNIT_MEASURE,UNIT_MEASURE_DESC,TIME_PERIOD,OBS_VALUE__F__Y15T24,OBS_VALUE__M__Y15T24,OBS_VALUE___T__Y15T24,OBS_VALUE__F__Y_GE15,OBS_VALUE__M__Y_GE15,OBS_VALUE___T__Y_GE15,OBS_VALUE__F__Y_GE25,OBS_VALUE__M__Y_GE25,OBS_VALUE___T__Y_GE25,NATURE__F__Y15T24,NATURE__M__Y15T24,NATURE___T__Y15T24,NATURE__F__Y_GE15,NATURE__M__Y_GE15,NATURE___T__Y_GE15,NATURE__F__Y_GE25,NATURE__M__Y_GE25,NATURE___T__Y_GE25,COMMENT_OBS__F__Y15T24,COMMENT_OBS__M__Y15T24,COMMENT_OBS___T__Y15T24,COMMENT_OBS__F__Y_GE15,COMMENT_OBS__M__Y_GE15,COMMENT_OBS___T__Y_GE15,COMMENT_OBS__F__Y_GE25,COMMENT_OBS__M__Y_GE25,COMMENT_OBS___T__Y_GE25,isLatestValue__F__Y15T24,isLatestValue__M__Y15T24,isLatestValue___T__Y15T24,isLatestValue__F__Y_GE15,isLatestValue__M__Y_GE15,isLatestValue___T__Y_GE15,isLatestValue__F__Y_GE25,isLatestValue__M__Y_GE25,isLatestValue___T__Y_GE25
I.10,a3981659,"Unemployment rate, by sex, age and persons with disabilities",d5a60c11,"Unemployment rate, by sex and age",756,Switzerland,CHE,8.223158,46.96617097,Europe and Northern America,G,Global,2019,PT,Percent,2011,7.9,7.5,7.7,4.8,4.1,4.4,4.3,3.5,3.9,C,C,C,C,C,C,C,C,C,Repository: Eurostat special tabulation;,Repository: Eurostat special tabulation;,Repository: Eurostat special tabulation;,Repository: Eurostat special tabulation;,Repository: Eurostat special tabulation;,Repository: Eurostat special tabulation;,Repository: Eurostat special tabulation;,Repository: Eurostat special tabulation;,Repository: Eurostat special tabulation;,False,False,False,False,False,False,False,False,False
I.10,a3981659,"Unemployment rate, by sex, age and persons with disabilities",d5a60c11,"Unemployment rate, by sex and age",756,Switzerland,CHE,8.223158,46.96617097,Europe and Northern America,G,Global,2019,PT,Percent,2012,8.0,8.6,8.3,4.7,4.3,4.5,4.2,3.6,3.9,C,C,C,C,C,C,C,C,C,Repository: Eurostat special tabulation;,Repository: Eurostat special tabulation;,Repository: Eurostat special tabulation;,Repository: Eurostat special tabulation;,Repository: Eurostat special tabulation;,Repository: Eurostat special tabulation;,Repository: Eurostat special tabulation;,Repository: Eurostat special tabulation;,Repository: Eurostat special tabulation;,False,False,False,False,False,False,False,False,False
I.10,a3981659,"Unemployment rate, by sex, age and persons with disabilities",d5a60c11,"Unemployment rate, by sex and age",756,Switzerland,CHE,8.223158,46.96617097,Europe and Northern America,G,Global,2019,PT,Percent,2013,8.8,8.7,8.8,4.9,4.6,4.8,4.3,4.0,4.1,C,C,C,C,C,C,C,C,C,Repository: Eurostat special tabulation;,Repository: Eurostat special tabulation;,Repository: Eurostat special tabulation;,Repository: Eurostat special tabulation;,Repository: Eurostat special tabulation;,Repository: Eurostat special tabulation;,Repository: Eurostat special tabulation;,Repository: Eurostat special tabulation;,Repository: Eurostat special tabulation;,False,False,False,False,False,False,False,False,False
I.10,a3981659,"Unemployment rate, by sex, age and persons with disabilities",d5a60c11,"Unemployment rate, by sex and age",756,Switzerland,CHE,8.223158,46.96617097,Europe and Northern America,G,Global,2019,PT,Percent,2014,8.6,8.6,8.6,5.0,4.7,4.8,4.4,4.1,4.2,C,C,C,C,C,C,C,C,C,Repository: Eurostat special tabulation;,Repository: Eurostat special tabulation;,Repository: Eurostat special tabulation;,Repository: Eurostat special tabulation;,Repository: Eurostat special tabulation;,Repository: Eurostat special tabulation;,Repository: Eurostat special tabulation;,Repository: Eurostat special tabulation;,Repository: Eurostat special tabulation;,False,False,False,False,False,False,False,False,False
I.10,a3981659,"Unemployment rate, by sex, age and persons with disabilities",d5a60c11,"Unemployment rate, by sex and age",756,Switzerland,CHE,8.223158,46.96617097,Europe and Northern America,G,Global,2019,PT,Percent,2015,8.4,9.2,8.8,4.9,4.7,4.8,4.4,4.1,,C,C,C,C,C,C,C,C,,Repository: Eurostat special tabulation;,Repository: Eurostat special tabulation;,Repository: Eurostat special tabulation;,Repository: Eurostat special tabulation;,Repository: Eurostat special tabulation;,Repository: Eurostat special tabulation;,Repository: Eurostat special tabulation;,Repository: Eurostat special tabulation;,,False,False,False,False,False,False,False,False,
I.10,a3981659,"Unemployment rate, by sex, age and persons with disabilities",d5a60c11,"Unemployment rate, by sex and age",756,Switzerland,CHE,8.223158,46.96617097,Europe and Northern America,G,Global,2019,PT,Percent,2016,8.4,8.8,8.6,5.0,4.8,4.9,4.5,4.3,4.4,C,C,C,C,C,C,C,C,C,Repository: Eurostat special tabulation;,Repository: Eurostat special tabulation;,Repository: Eurostat special tabulation;,Repository: Eurostat special tabulation;,Repository: Eurostat special tabulation;,Repository: Eurostat special tabulation;,Repository: Eurostat special tabulation;,Repository: Eurostat special tabulation;,Repository: Eurostat special tabulation;,False,False,False,False,False,False,False,False,False
I.10,a3981659,"Unemployment rate, by sex, age and persons with disabilities",d5a60c11,"Unemployment rate, by sex and age",756,Switzerland,CHE,8.223158,46.96617097,Europe and Northern America,G,Global,2019,PT,Percent,2017,8.0,8.2,8.1,5.1,4.6,4.8,4.6,4.1,4.3,C,C,C,C,C,C,C,C,C,Repository: Eurostat special tabulation;,Repository: Eurostat special tabulation;,Repository: Eurostat special tabulation;,Repository: Eurostat special tabulation;,Repository: Eurostat special tabulation;,Repository: Eurostat special tabulation;,Repository: Eurostat special tabulation;,Repository: Eurostat special tabulation;,Repository: Eurostat special tabulation;,True,True,True,True,True,True,True,True,True
I.10,a3981659,"Unemployment rate, by sex, age and persons with disabilities",d5a60c11,"Unemployment rate, by sex and age",76,Brazil,BRA,-53.08432878,-10.77668561,Latin America and the Caribbean,G,Global,2019,PT,Percent,2012,20.1,13.2,16.1,9.0,5.8,7.2,6.4,4.0,5.0,C,C,C,C,C,C,C,C,C,Repository: ILO-STATISTICS - Micro data processing;,Repository: ILO-STATISTICS - Micro data processing;,Repository: ILO-STATISTICS - Micro data processing;,Repository: ILO-STATISTICS - Micro data processing;,Repository: ILO-STATISTICS - Micro data processing;,Repository: ILO-STATISTICS - Micro data processing;,Repository: ILO-STATISTICS - Micro data processing;,Repository: ILO-STATISTICS - Micro data processing;,Repository: ILO-STATISTICS - Micro data processing;,False,False,False,False,False,False,False,False,False
I.10,a3981659,"Unemployment rate, by sex, age and persons with disabilities",d5a60c11,"Unemployment rate, by sex and age",76,Brazil,BRA,-53.08432878,-10.77668561,Latin America and the Caribbean,G,Global,2019,PT,Percent,2013,19.6,13.3,16.0,8.7,5.6,7.0,6.3,3.9,4.9,C,C,C,C,C,C,C,C,C,Repository: ILO-STATISTICS - Micro data processing;,Repository: ILO-STATISTICS - Micro data processing;,Repository: ILO-STATISTICS - Micro data processing;,Repository: ILO-STATISTICS - Micro data processing;,Repository: ILO-STATISTICS - Micro data processing;,Repository: ILO-STATISTICS - Micro data processing;,Repository: ILO-STATISTICS - Micro data processing;,Repository: ILO-STATISTICS - Micro data processing;,Repository: ILO-STATISTICS - Micro data processing;,False,False,False,False,False,False,False,False,False
I.10,a3981659,"Unemployment rate, by sex, age and persons with disabilities",d5a60c11,"Unemployment rate, by sex and age",76,Brazil,BRA,-53.08432878,-10.77668561,Latin America and the Caribbean,G,Global,2019,PT,Percent,2014,19.2,13.4,15.8,8.1,5.6,6.7,5.7,3.9,4.7,C,C,C,C,C,C,C,C,C,Repository: ILO-STATISTICS - Micro data processing;,Repository: ILO-STATISTICS - Micro data processing;,Repository: ILO-STATISTICS - Micro data processing;,Repository: ILO-STATISTICS - Micro data processing;,Repository: ILO-STATISTICS - Micro data processing;,Repository: ILO-STATISTICS - Micro data processing;,Repository: ILO-STATISTICS - Micro data processing;,Repository: ILO-STATISTICS - Micro data processing;,Repository: ILO-STATISTICS - Micro data processing;,False,False,False,False,False,False,False,False,False
I.10,a3981659,"Unemployment rate, by sex, age and persons with disabilities",d5a60c11,"Unemployment rate, by sex and age",76,Brazil,BRA,-53.08432878,-10.77668561,Latin America and the Caribbean,G,Global,2019,PT,Percent,2015,24.0,,19.9,10.0,7.2,8.4,7.1,5.1,6.0,C,,C,C,C,C,C,C,C,Repository: ILO-STATISTICS - Micro data processing;,,Repository: ILO-STATISTICS - Micro data processing;,Repository: ILO-STATISTICS - Micro data processing;,Repository: ILO-STATISTICS - Micro data processing;,Repository: ILO-STATISTICS - Micro data processing;,Repository: ILO-STATISTICS - Micro data processing;,Repository: ILO-STATISTICS - Micro data processing;,Repository: ILO-STATISTICS - Micro data processing;,False,,False,False,False,False,False,False,False
I.10,a3981659,"Unemployment rate, by sex, age and persons with disabilities",d5a60c11,"Unemployment rate, by sex and age",76,Brazil,BRA,-53.08432878,-10.77668561,Latin America and the Caribbean,G,Global,2019,PT,Percent,2016,31.7,23.9,27.3,13.4,10.2,11.6,9.6,7.2,8.3,C,C,C,C,C,C,C,C,C,Repository: ILO-STATISTICS - Micro data processing;,Repository: ILO-STATISTICS - Micro data processing;,Repository: ILO-STATISTICS - Micro data processing;,Repository: ILO-STATISTICS - Micro data processing;,Repository: ILO-STATISTICS - Micro data processing;,Repository: ILO-STATISTICS - Micro data processing;,Repository: ILO-STATISTICS - Micro data processing;,Repository: ILO-STATISTICS - Micro data processing;,Repository: ILO-STATISTICS - Micro data processing;,False,False,False,False,False,False,False,False,False
I.10,a3981659,"Unemployment rate, by sex, age and persons with disabilities",d5a60c11,"Unemployment rate, by sex and age",76,Brazil,BRA,-53.08432878,-10.77668561,Latin America and the Caribbean,G,Global,2019,PT,Percent,2017,33.7,25.7,29.2,14.7,11.3,12.8,10.7,8.2,9.3,C,C,C,C,C,C,C,C,C,Repository: ILO-STATISTICS - Micro data processing;,Repository: ILO-STATISTICS - Micro data processing;,Repository: ILO-STATISTICS - Micro data processing;,Repository: ILO-STATISTICS - Micro data processing;,Repository: ILO-STATISTICS - Micro data processing;,Repository: ILO-STATISTICS - Micro data processing;,Repository: ILO-STATISTICS - Micro data processing;,Repository: ILO-STATISTICS - Micro data processing;,Repository: ILO-STATISTICS - Micro data processing;,True,True,True,True,True,True,True,True,True
I.10,a3981659,"Unemployment rate, by sex, age and persons with disabilities",d5a60c11,"Unemployment rate, by sex and age",760,Syrian Arab Republic,SYR,38.50466565,35.01676176,Northern Africa and Western Asia,G,Global,2019,PT,Percent,2001,,,,25.5,8.2,11.6,,,,,,,C,C,C,,,,,,,Data reference period: September;,Data reference period: September;,Data reference period: September;,,,,,,,False,False,False,,,
I.10,a3981659,"Unemployment rate, by sex, age and persons with disabilities",d5a60c11,"Unemployment rate, by sex and age",760,Syrian Arab Republic,SYR,38.50466565,35.01676176,Northern Africa and Western Asia,G,Global,2019,PT,Percent,2002,38.9,21.4,26.3,24.1,8.3,11.7,11.8,2.2,3.9,C,C,C,C,C,C,C,C,C,Data reference period: September;,Data reference period: September;,Data reference period: September;,Data reference period: September;,Data reference period: September;,Data reference period: September;,Data reference period: September;,Data reference period: September;,Data reference period: September;,False,False,False,False,False,False,False,False,False
I.10,a3981659,"Unemployment rate, by sex, age and persons with disabilities",d5a60c11,"Unemployment rate, by sex and age",760,Syrian Arab Republic,SYR,38.50466565,35.01676176,Northern Africa and Western Asia,G,Global,2019,PT,Percent,2003,33.1,15.6,19.5,20.9,7.8,10.3,14.4,4.6,6.3,C,C,C,C,C,C,C,C,C,Break in series: Methodology revised; Data reference period: September;,Break in series: Methodology revised; Data reference period: September;,Break in series: Methodology revised; Data reference period: September;,Break in series: Methodology revised; Data reference period: September;,Break in series: Methodology revised; Data reference period: September;,Break in series: Methodology revised; Data reference period: September;,Break in series: Methodology revised; Data reference period: September;,Break in series: Methodology revised; Data reference period: September;,Break in series: Methodology revised; Data reference period: September;,False,False,False,False,False,False,False,False,False
I.10,a3981659,"Unemployment rate, by sex, age and persons with disabilities",d5a60c11,"Unemployment rate, by sex and age",760,Syrian Arab Republic,SYR,38.50466565,35.01676176,Northern Africa and Western Asia,G,Global,2019,PT,Percent,2006,,,,23.8,5.3,8.2,,,,,,,C,C,C,,,,,,,Data reference period: September;,Data reference period: September;,Data reference period: September;,,,,,,,False,False,False,,,
I.10,a3981659,"Unemployment rate, by sex, age and persons with disabilities",d5a60c11,"Unemployment rate, by sex and age",760,Syrian Arab Republic,SYR,38.50466565,35.01676176,Northern Africa and Western Asia,G,Global,2019,PT,Percent,2007,49.1,13.1,19.1,25.7,5.2,8.4,17.2,2.6,4.9,C,C,C,C,C,C,C,C,C,Data reference period: September;,Data reference period: September;,Data reference period: September;,Data reference period: September;,Data reference period: September;,Data reference period: September;,Data reference period: September;,Data reference period: September;,Data reference period: September;,False,False,False,False,False,False,False,False,False
I.10,a3981659,"Unemployment rate, by sex, age and persons with disabilities",d5a60c11,"Unemployment rate, by sex and age",760,Syrian Arab Republic,SYR,38.50466565,35.01676176,Northern Africa and Western Asia,G,Global,2019,PT,Percent,2008,47.6,17.2,22.4,24.2,8.3,10.9,16.5,5.7,7.4,C,C,C,C,C,C,C,C,C,,,,,,,,,,False,False,False,False,False,False,False,False,False
I.10,a3981659,"Unemployment rate, by sex, age and persons with disabilities",d5a60c11,"Unemployment rate, by sex and age",760,Syrian Arab Republic,SYR,38.50466565,35.01676176,Northern Africa and Western Asia,G,Global,2019,PT,Percent,2009,43.0,12.1,16.7,22.3,5.7,8.1,16.7,4.0,5.9,C,C,C,C,C,C,C,C,C,Data reference period: November; Age coverage - maximum age: 65 years old;;,Data reference period: November; Age coverage - maximum age: 65 years old;;,Data reference period: November; Age coverage - maximum age: 65 years old;;,Data reference period: November; Age coverage - maximum age: 65 years old;;,Data reference period: November; Age coverage - maximum age: 65 years old;;,Data reference period: November; Age coverage - maximum age: 65 years old;;,Data reference period: November; Age coverage - maximum age: 65 years old;;,Data reference period: November; Age coverage - maximum age: 65 years old;;,Data reference period: November; Age coverage - maximum age: 65 years old;;,False,False,False,False,False,False,False,False,False
I.10,a3981659,"Unemployment rate, by sex, age and persons with disabilities",d5a60c11,"Unemployment rate, by sex and age",760,Syrian Arab Republic,SYR,38.50466565,35.01676176,Northern Africa and Western Asia,G,Global,2019,PT,Percent,2010,43.5,16.5,20.4,22.0,6.2,8.6,16.2,3.3,5.3,C,C,C,C,C,C,C,C,C,Data reference period: November; Age coverage - maximum age: 65 years old;;,Data reference period: November; Age coverage - maximum age: 65 years old;;,Data reference period: November; Age coverage - maximum age: 65 years old;;,Data reference period: November; Age coverage - maximum age: 65 years old;;,Data reference period: November; Age coverage - maximum age: 65 years old;;,Data reference period: November; Age coverage - maximum age: 65 years old;;,Data reference period: November; Age coverage - maximum age: 65 years old;;,Data reference period: November; Age coverage - maximum age: 65 years old;;,Data reference period: November; Age coverage - maximum age: 65 years old;;,True,True,True,True,True,True,True,True,True
I.10,a3981659,"Unemployment rate, by sex, age and persons with disabilities",d5a60c11,"Unemployment rate, by sex and age",762,Tajikistan,TJK,69.294998,38.43069666,Central and Southern Asia,G,Global,2019,PT,Percent,2009,,,,10.5,12.3,11.5,,,,,,,C,C,C,,,,,,,Nonstandard age group: Excluding ages 76+;,Nonstandard age group: Excluding ages 76+;,Nonstandard age group: Excluding ages 76+;,,,,,,,True,True,True,,,
I.10,a3981659,"Unemployment rate, by sex, age and persons with disabilities",d5a60c11,"Unemployment rate, by sex and age",764,Thailand,THA,101.0202951,15.13089239,Eastern and South-Eastern Asia,G,Global,2019,PT,Percent,2000,6.0,7.0,6.6,2.3,2.4,2.4,1.5,1.4,1.5,C,C,C,C,C,C,C,C,C,Data reference period: Third quarter;,Data reference period: Third quarter;,Data reference period: Third quarter;,Data reference period: Third quarter;,Data reference period: Third quarter;,Data reference period: Third quarter;,Data reference period: Third quarter;,Data reference period: Third quarter;,Data reference period: Third quarter;,False,False,False,False,False,False,False,False,False
I.10,a3981659,"Unemployment rate, by sex, age and persons with disabilities",d5a60c11,"Unemployment rate, by sex and age",764,Thailand,THA,101.0202951,15.13089239,Eastern and South-Eastern Asia,G,Global,2019,PT,Percent,2001,7.2,7.9,7.6,2.5,2.7,2.6,1.5,1.5,1.5,C,C,C,C,C,C,C,C,C,Break in series: Other or unspecified type of break; Data reference period: Third quarter;,Break in series: Other or unspecified type of break; Data reference period: Third quarter;,Break in series: Other or unspecified type of break; Data reference period: Third quarter;,Break in series: Other or unspecified type of break; Data reference period: Third quarter;,Break in series: Other or unspecified type of break; Data reference period: Third quarter;,Break in series: Other or unspecified type of break; Data reference period: Third quarter;,Break in series: Other or unspecified type of break; Data reference period: Third quarter;,Break in series: Other or unspecified type of break; Data reference period: Third quarter;,Break in series: Other or unspecified type of break; Data reference period: Third quarter;,False,False,False,False,False,False,False,False,False
I.10,a3981659,"Unemployment rate, by sex, age and persons with disabilities",d5a60c11,"Unemployment rate, by sex and age",764,Thailand,THA,101.0202951,15.13089239,Eastern and South-Eastern Asia,G,Global,2019,PT,Percent,2002,,,,1.6,2.0,1.8,,,,,,,C,C,C,,,,,,,Data reference period: Third quarter;,Data reference period: Third quarter;,Data reference period: Third quarter;,,,,,,,False,False,False,,,
I.10,a3981659,"Unemployment rate, by sex, age and persons with disabilities",d5a60c11,"Unemployment rate, by sex and age",764,Thailand,THA,101.0202951,15.13089239,Eastern and South-Eastern Asia,G,Global,2019,PT,Percent,2003,5.1,5.0,5.0,1.4,1.6,1.5,0.8,0.9,0.9,C,C,C,C,C,C,C,C,C,Data reference period: Third quarter;,Data reference period: Third quarter;,Data reference period: Third quarter;,Data reference period: Third quarter;,Data reference period: Third quarter;,Data reference period: Third quarter;,Data reference period: Third quarter;,Data reference period: Third quarter;,Data reference period: Third quarter;,False,False,False,False,False,False,False,False,False
I.10,a3981659,"Unemployment rate, by sex, age and persons with disabilities",d5a60c11,"Unemployment rate, by sex and age",764,Thailand,THA,101.0202951,15.13089239,Eastern and South-Eastern Asia,G,Global,2019,PT,Percent,2004,4.3,4.6,4.5,1.4,1.6,1.5,0.9,1.0,0.9,C,C,C,C,C,C,C,C,C,Data reference period: Third quarter;,Data reference period: Third quarter;,Data reference period: Third quarter;,Data reference period: Third quarter;,Data reference period: Third quarter;,Data reference period: Third quarter;,Data reference period: Third quarter;,Data reference period: Third quarter;,Data reference period: Third quarter;,False,False,False,False,False,False,False,False,False
I.10,a3981659,"Unemployment rate, by sex, age and persons with disabilities",d5a60c11,"Unemployment rate, by sex and age",764,Thailand,THA,101.0202951,15.13089239,Eastern and South-Eastern Asia,G,Global,2019,PT,Percent,2005,4.6,4.9,4.8,1.2,1.5,1.4,0.7,0.8,0.8,C,C,C,C,C,C,C,C,C,Data reference period: Third quarter;,Data reference period: Third quarter;,Data reference period: Third quarter;,Data reference period: Third quarter;,Data reference period: Third quarter;,Data reference period: Third quarter;,Data reference period: Third quarter;,Data reference period: Third quarter;,Data reference period: Third quarter;,False,False,False,False,False,False,False,False,False
I.10,a3981659,"Unemployment rate, by sex, age and persons with disabilities",d5a60c11,"Unemployment rate, by sex and age",764,Thailand,THA,101.0202951,15.13089239,Eastern and South-Eastern Asia,G,Global,2019,PT,Percent,2006,5.3,4.4,4.8,1.1,1.3,1.2,0.5,0.7,0.6,C,C,C,C,C,C,C,C,C,Data reference period: Third quarter;,Data reference period: Third quarter;,Data reference period: Third quarter;,Data reference period: Third quarter;,Data reference period: Third quarter;,Data reference period: Third quarter;,Data reference period: Third quarter;,Data reference period: Third quarter;,Data reference period: Third quarter;,False,False,False,False,False,False,False,False,False
I.10,a3981659,"Unemployment rate, by sex, age and persons with disabilities",d5a60c11,"Unemployment rate, by sex and age",764,Thailand,THA,101.0202951,15.13089239,Eastern and South-Eastern Asia,G,Global,2019,PT,Percent,2007,4.3,4.6,4.5,1.1,1.3,1.2,0.6,0.7,0.7,C,C,C,C,C,C,C,C,C,Data reference period: Third quarter;,Data reference period: Third quarter;,Data reference period: Third quarter;,Data reference period: Third quarter;,Data reference period: Third quarter;,Data reference period: Third quarter;,Data reference period: Third quarter;,Data reference period: Third quarter;,Data reference period: Third quarter;,False,False,False,False,False,False,False,False,False
I.10,a3981659,"Unemployment rate, by sex, age and persons with disabilities",d5a60c11,"Unemployment rate, by sex and age",764,Thailand,THA,101.0202951,15.13089239,Eastern and South-Eastern Asia,G,Global,2019,PT,Percent,2008,4.7,4.8,4.8,1.0,1.3,1.2,0.6,0.7,0.6,C,C,C,C,C,C,C,C,C,Data reference period: Third quarter;,Data reference period: Third quarter;,Data reference period: Third quarter;,Data reference period: Third quarter;,Data reference period: Third quarter;,Data reference period: Third quarter;,Data reference period: Third quarter;,Data reference period: Third quarter;,Data reference period: Third quarter;,False,False,False,False,False,False,False,False,False
I.10,a3981659,"Unemployment rate, by sex, age and persons with disabilities",d5a60c11,"Unemployment rate, by sex and age",764,Thailand,THA,101.0202951,15.13089239,Eastern and South-Eastern Asia,G,Global,2019,PT,Percent,2010,3.1,2.2,2.5,0.6,0.6,0.6,0.3,0.4,0.3,C,C,C,C,C,C,C,C,C,Break in series: Methodology revised; Repository: ILO-STATISTICS - Micro data processing;,Break in series: Methodology revised; Repository: ILO-STATISTICS - Micro data processing;,Break in series: Methodology revised; Repository: ILO-STATISTICS - Micro data processing;,Break in series: Methodology revised; Repository: ILO-STATISTICS - Micro data processing;,Break in series: Methodology revised; Repository: ILO-STATISTICS - Micro data processing;,Break in series: Methodology revised; Repository: ILO-STATISTICS - Micro data processing;,Break in series: Methodology revised; Repository: ILO-STATISTICS - Micro data processing;,Break in series: Methodology revised; Repository: ILO-STATISTICS - Micro data processing;,Break in series: Methodology revised; Repository: ILO-STATISTICS - Micro data processing;,False,False,False,False,False,False,False,False,False
I.10,a3981659,"Unemployment rate, by sex, age and persons with disabilities",d5a60c11,"Unemployment rate, by sex and age",764,Thailand,THA,101.0202951,15.13089239,Eastern and South-Eastern Asia,G,Global,2019,PT,Percent,2013,3.0,2.0,2.4,0.5,0.5,0.5,0.2,0.3,0.2,C,C,C,C,C,C,C,C,C,Repository: ILO-STATISTICS - Micro data processing;,Repository: ILO-STATISTICS - Micro data processing;,Repository: ILO-STATISTICS - Micro data processing;,Repository: ILO-STATISTICS - Micro data processing;,Repository: ILO-STATISTICS - Micro data processing;,Repository: ILO-STATISTICS - Micro data processing;,Repository: ILO-STATISTICS - Micro data processing;,Repository: ILO-STATISTICS - Micro data processing;,Repository: ILO-STATISTICS - Micro data processing;,False,False,False,False,False,False,False,False,False
I.10,a3981659,"Unemployment rate, by sex, age and persons with disabilities",d5a60c11,"Unemployment rate, by sex and age",764,Thailand,THA,101.0202951,15.13089239,Eastern and South-Eastern Asia,G,Global,2019,PT,Percent,2014,3.9,2.6,3.1,0.6,0.6,0.6,0.2,0.3,0.3,C,C,C,C,C,C,C,C,C,Repository: ILO-STATISTICS - Micro data processing;,Repository: ILO-STATISTICS - Micro data processing;,Repository: ILO-STATISTICS - Micro data processing;,Repository: ILO-STATISTICS - Micro data processing;,Repository: ILO-STATISTICS - Micro data processing;,Repository: ILO-STATISTICS - Micro data processing;,Repository: ILO-STATISTICS - Micro data processing;,Repository: ILO-STATISTICS - Micro data processing;,Repository: ILO-STATISTICS - Micro data processing;,False,False,False,False,False,False,False,False,False
I.10,a3981659,"Unemployment rate, by sex, age and persons with disabilities",d5a60c11,"Unemployment rate, by sex and age",764,Thailand,THA,101.0202951,15.13089239,Eastern and South-Eastern Asia,G,Global,2019,PT,Percent,2015,3.9,2.6,3.1,0.6,0.6,0.6,0.3,0.3,0.3,C,C,C,C,C,C,C,C,C,Repository: ILO-STATISTICS - Micro data processing;,Repository: ILO-STATISTICS - Micro data processing;,Repository: ILO-STATISTICS - Micro data processing;,Repository: ILO-STATISTICS - Micro data processing;,Repository: ILO-STATISTICS - Micro data processing;,Repository: ILO-STATISTICS - Micro data processing;,Repository: ILO-STATISTICS - Micro data processing;,Repository: ILO-STATISTICS - Micro data processing;,Repository: ILO-STATISTICS - Micro data processing;,False,False,False,False,False,False,False,False,False
I.10,a3981659,"Unemployment rate, by sex, age and persons with disabilities",d5a60c11,"Unemployment rate, by sex and age",764,Thailand,THA,101.0202951,15.13089239,Eastern and South-Eastern Asia,G,Global,2019,PT,Percent,2016,4.7,3.0,3.7,0.7,0.7,0.7,0.3,0.4,0.3,C,C,C,C,C,C,C,C,C,Repository: ILO-STATISTICS - Micro data processing;,Repository: ILO-STATISTICS - Micro data processing;,Repository: ILO-STATISTICS - Micro data processing;,Repository: ILO-STATISTICS - Micro data processing;,Repository: ILO-STATISTICS - Micro data processing;,Repository: ILO-STATISTICS - Micro data processing;,Repository: ILO-STATISTICS - Micro data processing;,Repository: ILO-STATISTICS - Micro data processing;,Repository: ILO-STATISTICS - Micro data processing;,True,True,True,True,True,True,True,True,True
I.10,a3981659,"Unemployment rate, by sex, age and persons with disabilities",d5a60c11,"Unemployment rate, by sex and age",768,Togo,TGO,0.97835765,8.532096072,Sub-Saharan Africa,G,Global,2019,PT,Percent,2006,7.4,6.2,6.8,4.2,4.3,4.2,3.0,3.6,3.3,C,C,C,C,C,C,C,C,C,Repository: ILO-STATISTICS - Micro data processing;,Repository: ILO-STATISTICS - Micro data processing;,Repository: ILO-STATISTICS - Micro data processing;,Repository: ILO-STATISTICS - Micro data processing;,Repository: ILO-STATISTICS - Micro data processing;,Repository: ILO-STATISTICS - Micro data processing;,Repository: ILO-STATISTICS - Micro data processing;,Repository: ILO-STATISTICS - Micro data processing;,Repository: ILO-STATISTICS - Micro data processing;,False,False,False,False,False,False,False,False,False
I.10,a3981659,"Unemployment rate, by sex, age and persons with disabilities",d5a60c11,"Unemployment rate, by sex and age",768,Togo,TGO,0.97835765,8.532096072,Sub-Saharan Africa,G,Global,2019,PT,Percent,2011,2.3,3.5,2.9,1.7,2.3,2.0,1.4,1.9,1.6,C,C,C,C,C,C,C,C,C,Break in series: Methodology revised; Repository: ILO-STATISTICS - Micro data processing;,Break in series: Methodology revised; Repository: ILO-STATISTICS - Micro data processing;,Break in series: Methodology revised; Repository: ILO-STATISTICS - Micro data processing;,Break in series: Methodology revised; Repository: ILO-STATISTICS - Micro data processing;,Break in series: Methodology revised; Repository: ILO-STATISTICS - Micro data processing;,Break in series: Methodology revised; Repository: ILO-STATISTICS - Micro data processing;,Break in series: Methodology revised; Repository: ILO-STATISTICS - Micro data processing;,Break in series: Methodology revised; Repository: ILO-STATISTICS - Micro data processing;,Break in series: Methodology revised; Repository: ILO-STATISTICS - Micro data processing;,False,False,False,False,False,False,False,False,False
I.10,a3981659,"Unemployment rate, by sex, age and persons with disabilities",d5a60c11,"Unemployment rate, by sex and age",768,Togo,TGO,0.97835765,8.532096072,Sub-Saharan Africa,G,Global,2019,PT,Percent,2015,4.1,3.7,3.9,1.7,2.7,2.2,1.0,2.4,1.7,C,C,C,C,C,C,C,C,C,Repository: ILO-STATISTICS - Micro data processing;,Repository: ILO-STATISTICS - Micro data processing;,Repository: ILO-STATISTICS - Micro data processing;,Repository: ILO-STATISTICS - Micro data processing;,Repository: ILO-STATISTICS - Micro data processing;,Repository: ILO-STATISTICS - Micro data processing;,Repository: ILO-STATISTICS - Micro data processing;,Repository: ILO-STATISTICS - Micro data processing;,Repository: ILO-STATISTICS - Micro data processing;,True,True,True,True,True,True,True,True,True
