INDICATOR_LABEL,INDICATOR_ID,INDICATOR_DESC,MINSET_SERIES,MINSET_SERIES_DESC,REF_AREA,REF_AREA_DESC,ISO3,X,Y,SDG_REGION,REPORTING_TYPE,REPORTING_TYPE_DESC,SOURCE_YEAR,UNIT_MEASURE,UNIT_MEASURE_DESC,TIME_PERIOD,OBS_VALUE___T,OBS_VALUE__F,OBS_VALUE__M,TIME_DETAIL___T,TIME_DETAIL__F,TIME_DETAIL__M,NATURE___T,NATURE__F,NATURE__M,COMMENT_OBS___T,COMMENT_OBS__F,COMMENT_OBS__M,isLatestValue___T,isLatestValue__F,isLatestValue__M
III.10,c5db0b34,"Life expectancy at age 60, by sex",c5db0b34,"Life expectancy at age 60, by sex",706,Somalia,FSM,158.25,6.91666666,Sub-Saharan Africa,G,Global,2019,YR,Years,2003,15.616,16.182,15.03,2000-2005,2000-2005,2000-2005,E,E,E,,,,False,False,False
III.10,c5db0b34,"Life expectancy at age 60, by sex",c5db0b34,"Life expectancy at age 60, by sex",706,Somalia,FSM,158.25,6.91666666,Sub-Saharan Africa,G,Global,2019,YR,Years,2008,15.899,16.475,15.318,2005-2010,2005-2010,2005-2010,E,E,E,,,,False,False,False
III.10,c5db0b34,"Life expectancy at age 60, by sex",c5db0b34,"Life expectancy at age 60, by sex",706,Somalia,FSM,158.25,6.91666666,Sub-Saharan Africa,G,Global,2019,YR,Years,2013,16.097,16.646,15.541,2010-2015,2010-2015,2010-2015,E,E,E,,,,False,False,False
III.10,c5db0b34,"Life expectancy at age 60, by sex",c5db0b34,"Life expectancy at age 60, by sex",706,Somalia,FSM,158.25,6.91666666,Sub-Saharan Africa,G,Global,2019,YR,Years,2018,16.311,16.882,15.737,2015-2020,2015-2020,2015-2020,E,E,E,,,,True,True,True
III.10,c5db0b34,"Life expectancy at age 60, by sex",c5db0b34,"Life expectancy at age 60, by sex",710,South Africa,FSM,158.25,6.91666666,Sub-Saharan Africa,G,Global,2019,YR,Years,1993,16.151,17.613,14.676,1990-1995,1990-1995,1990-1995,E,E,E,,,,False,False,False
III.10,c5db0b34,"Life expectancy at age 60, by sex",c5db0b34,"Life expectancy at age 60, by sex",710,South Africa,FSM,158.25,6.91666666,Sub-Saharan Africa,G,Global,2019,YR,Years,1998,15.143,16.7,13.566,1995-2000,1995-2000,1995-2000,E,E,E,,,,False,False,False
III.10,c5db0b34,"Life expectancy at age 60, by sex",c5db0b34,"Life expectancy at age 60, by sex",710,South Africa,FSM,158.25,6.91666666,Sub-Saharan Africa,G,Global,2019,YR,Years,2003,14.488,16.159,12.757,2000-2005,2000-2005,2000-2005,E,E,E,,,,False,False,False
III.10,c5db0b34,"Life expectancy at age 60, by sex",c5db0b34,"Life expectancy at age 60, by sex",710,South Africa,FSM,158.25,6.91666666,Sub-Saharan Africa,G,Global,2019,YR,Years,2008,14.862,16.739,12.866,2005-2010,2005-2010,2005-2010,E,E,E,,,,False,False,False
III.10,c5db0b34,"Life expectancy at age 60, by sex",c5db0b34,"Life expectancy at age 60, by sex",710,South Africa,FSM,158.25,6.91666666,Sub-Saharan Africa,G,Global,2019,YR,Years,2013,16.087,17.981,13.969,2010-2015,2010-2015,2010-2015,E,E,E,,,,False,False,False
III.10,c5db0b34,"Life expectancy at age 60, by sex",c5db0b34,"Life expectancy at age 60, by sex",710,South Africa,FSM,158.25,6.91666666,Sub-Saharan Africa,G,Global,2019,YR,Years,2018,16.491,18.342,14.365,2015-2020,2015-2020,2015-2020,E,E,E,,,,True,True,True
III.10,c5db0b34,"Life expectancy at age 60, by sex",c5db0b34,"Life expectancy at age 60, by sex",716,Zimbabwe,FSM,158.25,6.91666666,Sub-Saharan Africa,G,Global,2019,YR,Years,1993,15.039,16.752,13.303,1990-1995,1990-1995,1990-1995,E,E,E,,,,False,False,False
III.10,c5db0b34,"Life expectancy at age 60, by sex",c5db0b34,"Life expectancy at age 60, by sex",716,Zimbabwe,FSM,158.25,6.91666666,Sub-Saharan Africa,G,Global,2019,YR,Years,1998,14.452,16.938,12.041,1995-2000,1995-2000,1995-2000,E,E,E,,,,False,False,False
III.10,c5db0b34,"Life expectancy at age 60, by sex",c5db0b34,"Life expectancy at age 60, by sex",716,Zimbabwe,FSM,158.25,6.91666666,Sub-Saharan Africa,G,Global,2019,YR,Years,2003,13.868,16.626,11.111,2000-2005,2000-2005,2000-2005,E,E,E,,,,False,False,False
III.10,c5db0b34,"Life expectancy at age 60, by sex",c5db0b34,"Life expectancy at age 60, by sex",716,Zimbabwe,FSM,158.25,6.91666666,Sub-Saharan Africa,G,Global,2019,YR,Years,2008,13.84,16.17,11.174,2005-2010,2005-2010,2005-2010,E,E,E,,,,False,False,False
III.10,c5db0b34,"Life expectancy at age 60, by sex",c5db0b34,"Life expectancy at age 60, by sex",716,Zimbabwe,FSM,158.25,6.91666666,Sub-Saharan Africa,G,Global,2019,YR,Years,2013,15.237,16.431,13.52,2010-2015,2010-2015,2010-2015,E,E,E,,,,False,False,False
III.10,c5db0b34,"Life expectancy at age 60, by sex",c5db0b34,"Life expectancy at age 60, by sex",716,Zimbabwe,FSM,158.25,6.91666666,Sub-Saharan Africa,G,Global,2019,YR,Years,2018,16.074,17.256,14.38,2015-2020,2015-2020,2015-2020,E,E,E,,,,True,True,True
III.10,c5db0b34,"Life expectancy at age 60, by sex",c5db0b34,"Life expectancy at age 60, by sex",72,Botswana,FSM,158.25,6.91666666,Sub-Saharan Africa,G,Global,2019,YR,Years,1993,14.477,16.345,12.618,1990-1995,1990-1995,1990-1995,E,E,E,,,,False,False,False
III.10,c5db0b34,"Life expectancy at age 60, by sex",c5db0b34,"Life expectancy at age 60, by sex",72,Botswana,FSM,158.25,6.91666666,Sub-Saharan Africa,G,Global,2019,YR,Years,1998,14.82,16.872,12.763,1995-2000,1995-2000,1995-2000,E,E,E,,,,False,False,False
III.10,c5db0b34,"Life expectancy at age 60, by sex",c5db0b34,"Life expectancy at age 60, by sex",72,Botswana,FSM,158.25,6.91666666,Sub-Saharan Africa,G,Global,2019,YR,Years,2003,14.599,16.94,12.281,2000-2005,2000-2005,2000-2005,E,E,E,,,,False,False,False
III.10,c5db0b34,"Life expectancy at age 60, by sex",c5db0b34,"Life expectancy at age 60, by sex",72,Botswana,FSM,158.25,6.91666666,Sub-Saharan Africa,G,Global,2019,YR,Years,2008,15.165,17.042,13.133,2005-2010,2005-2010,2005-2010,E,E,E,,,,False,False,False
III.10,c5db0b34,"Life expectancy at age 60, by sex",c5db0b34,"Life expectancy at age 60, by sex",72,Botswana,FSM,158.25,6.91666666,Sub-Saharan Africa,G,Global,2019,YR,Years,2013,17.402,18.931,15.57,2010-2015,2010-2015,2010-2015,E,E,E,,,,False,False,False
III.10,c5db0b34,"Life expectancy at age 60, by sex",c5db0b34,"Life expectancy at age 60, by sex",72,Botswana,FSM,158.25,6.91666666,Sub-Saharan Africa,G,Global,2019,YR,Years,2018,18.9,20.446,16.952,2015-2020,2015-2020,2015-2020,E,E,E,,,,True,True,True
III.10,c5db0b34,"Life expectancy at age 60, by sex",c5db0b34,"Life expectancy at age 60, by sex",724,Spain,FSM,158.25,6.91666666,Europe and Northern America,G,Global,2019,YR,Years,1993,21.944,24.057,19.558,1990-1995,1990-1995,1990-1995,E,E,E,"Including Canary Islands, Ceuta and Melilla.","Including Canary Islands, Ceuta and Melilla.","Including Canary Islands, Ceuta and Melilla.",False,False,False
III.10,c5db0b34,"Life expectancy at age 60, by sex",c5db0b34,"Life expectancy at age 60, by sex",724,Spain,FSM,158.25,6.91666666,Europe and Northern America,G,Global,2019,YR,Years,1998,22.526,24.752,20.056,1995-2000,1995-2000,1995-2000,E,E,E,"Including Canary Islands, Ceuta and Melilla.","Including Canary Islands, Ceuta and Melilla.","Including Canary Islands, Ceuta and Melilla.",False,False,False
III.10,c5db0b34,"Life expectancy at age 60, by sex",c5db0b34,"Life expectancy at age 60, by sex",724,Spain,FSM,158.25,6.91666666,Europe and Northern America,G,Global,2019,YR,Years,2003,23.25,25.479,20.798,2000-2005,2000-2005,2000-2005,E,E,E,"Including Canary Islands, Ceuta and Melilla.","Including Canary Islands, Ceuta and Melilla.","Including Canary Islands, Ceuta and Melilla.",False,False,False
III.10,c5db0b34,"Life expectancy at age 60, by sex",c5db0b34,"Life expectancy at age 60, by sex",724,Spain,FSM,158.25,6.91666666,Europe and Northern America,G,Global,2019,YR,Years,2008,24.149,26.341,21.737,2005-2010,2005-2010,2005-2010,E,E,E,"Including Canary Islands, Ceuta and Melilla.","Including Canary Islands, Ceuta and Melilla.","Including Canary Islands, Ceuta and Melilla.",False,False,False
III.10,c5db0b34,"Life expectancy at age 60, by sex",c5db0b34,"Life expectancy at age 60, by sex",724,Spain,FSM,158.25,6.91666666,Europe and Northern America,G,Global,2019,YR,Years,2013,25.014,27.146,22.677,2010-2015,2010-2015,2010-2015,E,E,E,"Including Canary Islands, Ceuta and Melilla.","Including Canary Islands, Ceuta and Melilla.","Including Canary Islands, Ceuta and Melilla.",False,False,False
III.10,c5db0b34,"Life expectancy at age 60, by sex",c5db0b34,"Life expectancy at age 60, by sex",724,Spain,FSM,158.25,6.91666666,Europe and Northern America,G,Global,2019,YR,Years,2018,25.636,27.697,23.392,2015-2020,2015-2020,2015-2020,E,E,E,"Including Canary Islands, Ceuta and Melilla.","Including Canary Islands, Ceuta and Melilla.","Including Canary Islands, Ceuta and Melilla.",True,True,True
III.10,c5db0b34,"Life expectancy at age 60, by sex",c5db0b34,"Life expectancy at age 60, by sex",728,South Sudan,FSM,158.25,6.91666666,Sub-Saharan Africa,G,Global,2019,YR,Years,1993,14.483,14.982,13.947,1990-1995,1990-1995,1990-1995,E,E,E,,,,False,False,False
III.10,c5db0b34,"Life expectancy at age 60, by sex",c5db0b34,"Life expectancy at age 60, by sex",728,South Sudan,FSM,158.25,6.91666666,Sub-Saharan Africa,G,Global,2019,YR,Years,1998,15.04,15.559,14.479,1995-2000,1995-2000,1995-2000,E,E,E,,,,False,False,False
III.10,c5db0b34,"Life expectancy at age 60, by sex",c5db0b34,"Life expectancy at age 60, by sex",728,South Sudan,FSM,158.25,6.91666666,Sub-Saharan Africa,G,Global,2019,YR,Years,2003,15.445,15.961,14.886,2000-2005,2000-2005,2000-2005,E,E,E,,,,False,False,False
III.10,c5db0b34,"Life expectancy at age 60, by sex",c5db0b34,"Life expectancy at age 60, by sex",728,South Sudan,FSM,158.25,6.91666666,Sub-Saharan Africa,G,Global,2019,YR,Years,2008,15.907,16.416,15.356,2005-2010,2005-2010,2005-2010,E,E,E,,,,False,False,False
III.10,c5db0b34,"Life expectancy at age 60, by sex",c5db0b34,"Life expectancy at age 60, by sex",728,South Sudan,FSM,158.25,6.91666666,Sub-Saharan Africa,G,Global,2019,YR,Years,2013,16.326,16.885,15.723,2010-2015,2010-2015,2010-2015,E,E,E,,,,False,False,False
III.10,c5db0b34,"Life expectancy at age 60, by sex",c5db0b34,"Life expectancy at age 60, by sex",728,South Sudan,FSM,158.25,6.91666666,Sub-Saharan Africa,G,Global,2019,YR,Years,2018,16.571,17.169,15.925,2015-2020,2015-2020,2015-2020,E,E,E,,,,True,True,True
III.10,c5db0b34,"Life expectancy at age 60, by sex",c5db0b34,"Life expectancy at age 60, by sex",729,Sudan,FSM,158.25,6.91666666,Northern Africa and Western Asia,G,Global,2019,YR,Years,1993,16.341,16.905,15.751,1990-1995,1990-1995,1990-1995,E,E,E,,,,False,False,False
III.10,c5db0b34,"Life expectancy at age 60, by sex",c5db0b34,"Life expectancy at age 60, by sex",729,Sudan,FSM,158.25,6.91666666,Northern Africa and Western Asia,G,Global,2019,YR,Years,1998,16.587,17.188,15.949,1995-2000,1995-2000,1995-2000,E,E,E,,,,False,False,False
III.10,c5db0b34,"Life expectancy at age 60, by sex",c5db0b34,"Life expectancy at age 60, by sex",729,Sudan,FSM,158.25,6.91666666,Northern Africa and Western Asia,G,Global,2019,YR,Years,2003,16.926,17.522,16.292,2000-2005,2000-2005,2000-2005,E,E,E,,,,False,False,False
III.10,c5db0b34,"Life expectancy at age 60, by sex",c5db0b34,"Life expectancy at age 60, by sex",729,Sudan,FSM,158.25,6.91666666,Northern Africa and Western Asia,G,Global,2019,YR,Years,2008,17.299,17.859,16.701,2005-2010,2005-2010,2005-2010,E,E,E,,,,False,False,False
III.10,c5db0b34,"Life expectancy at age 60, by sex",c5db0b34,"Life expectancy at age 60, by sex",729,Sudan,FSM,158.25,6.91666666,Northern Africa and Western Asia,G,Global,2019,YR,Years,2013,17.76,18.313,17.166,2010-2015,2010-2015,2010-2015,E,E,E,,,,False,False,False
III.10,c5db0b34,"Life expectancy at age 60, by sex",c5db0b34,"Life expectancy at age 60, by sex",729,Sudan,FSM,158.25,6.91666666,Northern Africa and Western Asia,G,Global,2019,YR,Years,2018,17.894,18.47,17.278,2015-2020,2015-2020,2015-2020,E,E,E,,,,True,True,True
III.10,c5db0b34,"Life expectancy at age 60, by sex",c5db0b34,"Life expectancy at age 60, by sex",732,Western Sahara,FSM,158.25,6.91666666,Northern Africa and Western Asia,G,Global,2019,YR,Years,1993,15.475,16.39,14.752,1990-1995,1990-1995,1990-1995,E,E,E,,,,False,False,False
III.10,c5db0b34,"Life expectancy at age 60, by sex",c5db0b34,"Life expectancy at age 60, by sex",732,Western Sahara,FSM,158.25,6.91666666,Northern Africa and Western Asia,G,Global,2019,YR,Years,1998,15.892,16.784,15.107,1995-2000,1995-2000,1995-2000,E,E,E,,,,False,False,False
III.10,c5db0b34,"Life expectancy at age 60, by sex",c5db0b34,"Life expectancy at age 60, by sex",732,Western Sahara,FSM,158.25,6.91666666,Northern Africa and Western Asia,G,Global,2019,YR,Years,2003,16.267,17.234,15.475,2000-2005,2000-2005,2000-2005,E,E,E,,,,False,False,False
III.10,c5db0b34,"Life expectancy at age 60, by sex",c5db0b34,"Life expectancy at age 60, by sex",732,Western Sahara,FSM,158.25,6.91666666,Northern Africa and Western Asia,G,Global,2019,YR,Years,2008,16.621,17.627,15.846,2005-2010,2005-2010,2005-2010,E,E,E,,,,False,False,False
III.10,c5db0b34,"Life expectancy at age 60, by sex",c5db0b34,"Life expectancy at age 60, by sex",732,Western Sahara,FSM,158.25,6.91666666,Northern Africa and Western Asia,G,Global,2019,YR,Years,2013,17.058,18.08,16.26,2010-2015,2010-2015,2010-2015,E,E,E,,,,False,False,False
III.10,c5db0b34,"Life expectancy at age 60, by sex",c5db0b34,"Life expectancy at age 60, by sex",732,Western Sahara,FSM,158.25,6.91666666,Northern Africa and Western Asia,G,Global,2019,YR,Years,2018,17.423,18.532,16.555,2015-2020,2015-2020,2015-2020,E,E,E,,,,True,True,True
III.10,c5db0b34,"Life expectancy at age 60, by sex",c5db0b34,"Life expectancy at age 60, by sex",740,Suriname,FSM,158.25,6.91666666,Latin America and the Caribbean,G,Global,2019,YR,Years,1993,17.545,19.16,15.955,1990-1995,1990-1995,1990-1995,E,E,E,,,,False,False,False
III.10,c5db0b34,"Life expectancy at age 60, by sex",c5db0b34,"Life expectancy at age 60, by sex",740,Suriname,FSM,158.25,6.91666666,Latin America and the Caribbean,G,Global,2019,YR,Years,1998,17.508,19.135,15.927,1995-2000,1995-2000,1995-2000,E,E,E,,,,False,False,False
III.10,c5db0b34,"Life expectancy at age 60, by sex",c5db0b34,"Life expectancy at age 60, by sex",740,Suriname,FSM,158.25,6.91666666,Latin America and the Caribbean,G,Global,2019,YR,Years,2003,17.515,19.139,15.921,2000-2005,2000-2005,2000-2005,E,E,E,,,,False,False,False
III.10,c5db0b34,"Life expectancy at age 60, by sex",c5db0b34,"Life expectancy at age 60, by sex",740,Suriname,FSM,158.25,6.91666666,Latin America and the Caribbean,G,Global,2019,YR,Years,2008,18.153,19.759,16.48,2005-2010,2005-2010,2005-2010,E,E,E,,,,False,False,False
III.10,c5db0b34,"Life expectancy at age 60, by sex",c5db0b34,"Life expectancy at age 60, by sex",740,Suriname,FSM,158.25,6.91666666,Latin America and the Caribbean,G,Global,2019,YR,Years,2013,18.497,20.134,16.733,2010-2015,2010-2015,2010-2015,E,E,E,,,,False,False,False
III.10,c5db0b34,"Life expectancy at age 60, by sex",c5db0b34,"Life expectancy at age 60, by sex",740,Suriname,FSM,158.25,6.91666666,Latin America and the Caribbean,G,Global,2019,YR,Years,2018,18.722,20.384,16.905,2015-2020,2015-2020,2015-2020,E,E,E,,,,True,True,True
III.10,c5db0b34,"Life expectancy at age 60, by sex",c5db0b34,"Life expectancy at age 60, by sex",748,Eswatini,FSM,158.25,6.91666666,Sub-Saharan Africa,G,Global,2019,YR,Years,1993,15.905,16.808,14.885,1990-1995,1990-1995,1990-1995,E,E,E,,,,False,False,False
III.10,c5db0b34,"Life expectancy at age 60, by sex",c5db0b34,"Life expectancy at age 60, by sex",748,Eswatini,FSM,158.25,6.91666666,Sub-Saharan Africa,G,Global,2019,YR,Years,1998,15.033,16.727,13.182,1995-2000,1995-2000,1995-2000,E,E,E,,,,False,False,False
III.10,c5db0b34,"Life expectancy at age 60, by sex",c5db0b34,"Life expectancy at age 60, by sex",748,Eswatini,FSM,158.25,6.91666666,Sub-Saharan Africa,G,Global,2019,YR,Years,2003,14.543,17.271,11.79,2000-2005,2000-2005,2000-2005,E,E,E,,,,False,False,False
III.10,c5db0b34,"Life expectancy at age 60, by sex",c5db0b34,"Life expectancy at age 60, by sex",748,Eswatini,FSM,158.25,6.91666666,Sub-Saharan Africa,G,Global,2019,YR,Years,2008,14.501,17.558,11.383,2005-2010,2005-2010,2005-2010,E,E,E,,,,False,False,False
III.10,c5db0b34,"Life expectancy at age 60, by sex",c5db0b34,"Life expectancy at age 60, by sex",748,Eswatini,FSM,158.25,6.91666666,Sub-Saharan Africa,G,Global,2019,YR,Years,2013,15.364,18.315,12.138,2010-2015,2010-2015,2010-2015,E,E,E,,,,False,False,False
III.10,c5db0b34,"Life expectancy at age 60, by sex",c5db0b34,"Life expectancy at age 60, by sex",748,Eswatini,FSM,158.25,6.91666666,Sub-Saharan Africa,G,Global,2019,YR,Years,2018,16.131,18.544,13.402,2015-2020,2015-2020,2015-2020,E,E,E,,,,True,True,True
III.10,c5db0b34,"Life expectancy at age 60, by sex",c5db0b34,"Life expectancy at age 60, by sex",752,Sweden,FSM,158.25,6.91666666,Europe and Northern America,G,Global,2019,YR,Years,1993,21.57,23.551,19.438,1990-1995,1990-1995,1990-1995,E,E,E,,,,False,False,False
III.10,c5db0b34,"Life expectancy at age 60, by sex",c5db0b34,"Life expectancy at age 60, by sex",752,Sweden,FSM,158.25,6.91666666,Europe and Northern America,G,Global,2019,YR,Years,1998,22.244,24.121,20.196,1995-2000,1995-2000,1995-2000,E,E,E,,,,False,False,False
III.10,c5db0b34,"Life expectancy at age 60, by sex",c5db0b34,"Life expectancy at age 60, by sex",752,Sweden,FSM,158.25,6.91666666,Europe and Northern America,G,Global,2019,YR,Years,2003,22.874,24.517,21.059,2000-2005,2000-2005,2000-2005,E,E,E,,,,False,False,False
III.10,c5db0b34,"Life expectancy at age 60, by sex",c5db0b34,"Life expectancy at age 60, by sex",752,Sweden,FSM,158.25,6.91666666,Europe and Northern America,G,Global,2019,YR,Years,2008,23.583,25.088,21.93,2005-2010,2005-2010,2005-2010,E,E,E,,,,False,False,False
III.10,c5db0b34,"Life expectancy at age 60, by sex",c5db0b34,"Life expectancy at age 60, by sex",752,Sweden,FSM,158.25,6.91666666,Europe and Northern America,G,Global,2019,YR,Years,2013,24.237,25.604,22.752,2010-2015,2010-2015,2010-2015,E,E,E,,,,False,False,False
III.10,c5db0b34,"Life expectancy at age 60, by sex",c5db0b34,"Life expectancy at age 60, by sex",752,Sweden,FSM,158.25,6.91666666,Europe and Northern America,G,Global,2019,YR,Years,2018,24.723,26.089,23.281,2015-2020,2015-2020,2015-2020,E,E,E,,,,True,True,True
III.10,c5db0b34,"Life expectancy at age 60, by sex",c5db0b34,"Life expectancy at age 60, by sex",756,Switzerland,FSM,158.25,6.91666666,Europe and Northern America,G,Global,2019,YR,Years,1993,21.994,24.168,19.459,1990-1995,1990-1995,1990-1995,E,E,E,,,,False,False,False
III.10,c5db0b34,"Life expectancy at age 60, by sex",c5db0b34,"Life expectancy at age 60, by sex",756,Switzerland,FSM,158.25,6.91666666,Europe and Northern America,G,Global,2019,YR,Years,1998,22.733,24.763,20.341,1995-2000,1995-2000,1995-2000,E,E,E,,,,False,False,False
III.10,c5db0b34,"Life expectancy at age 60, by sex",c5db0b34,"Life expectancy at age 60, by sex",756,Switzerland,FSM,158.25,6.91666666,Europe and Northern America,G,Global,2019,YR,Years,2003,23.601,25.433,21.439,2000-2005,2000-2005,2000-2005,E,E,E,,,,False,False,False
III.10,c5db0b34,"Life expectancy at age 60, by sex",c5db0b34,"Life expectancy at age 60, by sex",756,Switzerland,FSM,158.25,6.91666666,Europe and Northern America,G,Global,2019,YR,Years,2008,24.504,26.203,22.514,2005-2010,2005-2010,2005-2010,E,E,E,,,,False,False,False
III.10,c5db0b34,"Life expectancy at age 60, by sex",c5db0b34,"Life expectancy at age 60, by sex",756,Switzerland,FSM,158.25,6.91666666,Europe and Northern America,G,Global,2019,YR,Years,2013,25.041,26.604,23.254,2010-2015,2010-2015,2010-2015,E,E,E,,,,False,False,False
III.10,c5db0b34,"Life expectancy at age 60, by sex",c5db0b34,"Life expectancy at age 60, by sex",756,Switzerland,FSM,158.25,6.91666666,Europe and Northern America,G,Global,2019,YR,Years,2018,25.676,27.12,24.073,2015-2020,2015-2020,2015-2020,E,E,E,,,,True,True,True
III.10,c5db0b34,"Life expectancy at age 60, by sex",c5db0b34,"Life expectancy at age 60, by sex",76,Brazil,FSM,158.25,6.91666666,Latin America and the Caribbean,G,Global,2019,YR,Years,1993,17.956,19.252,16.569,1990-1995,1990-1995,1990-1995,E,E,E,,,,False,False,False
III.10,c5db0b34,"Life expectancy at age 60, by sex",c5db0b34,"Life expectancy at age 60, by sex",76,Brazil,FSM,158.25,6.91666666,Latin America and the Caribbean,G,Global,2019,YR,Years,1998,18.891,20.478,17.198,1995-2000,1995-2000,1995-2000,E,E,E,,,,False,False,False
III.10,c5db0b34,"Life expectancy at age 60, by sex",c5db0b34,"Life expectancy at age 60, by sex",76,Brazil,FSM,158.25,6.91666666,Latin America and the Caribbean,G,Global,2019,YR,Years,2003,19.789,21.365,18.063,2000-2005,2000-2005,2000-2005,E,E,E,,,,False,False,False
III.10,c5db0b34,"Life expectancy at age 60, by sex",c5db0b34,"Life expectancy at age 60, by sex",76,Brazil,FSM,158.25,6.91666666,Latin America and the Caribbean,G,Global,2019,YR,Years,2008,20.57,22.172,18.788,2005-2010,2005-2010,2005-2010,E,E,E,,,,False,False,False
III.10,c5db0b34,"Life expectancy at age 60, by sex",c5db0b34,"Life expectancy at age 60, by sex",76,Brazil,FSM,158.25,6.91666666,Latin America and the Caribbean,G,Global,2019,YR,Years,2013,21.362,23.057,19.463,2010-2015,2010-2015,2010-2015,E,E,E,,,,False,False,False
III.10,c5db0b34,"Life expectancy at age 60, by sex",c5db0b34,"Life expectancy at age 60, by sex",76,Brazil,FSM,158.25,6.91666666,Latin America and the Caribbean,G,Global,2019,YR,Years,2018,22.115,23.87,20.133,2015-2020,2015-2020,2015-2020,E,E,E,,,,True,True,True
III.10,c5db0b34,"Life expectancy at age 60, by sex",c5db0b34,"Life expectancy at age 60, by sex",760,Syrian Arab Republic,FSM,158.25,6.91666666,Northern Africa and Western Asia,G,Global,2019,YR,Years,1993,17.995,18.743,17.246,1990-1995,1990-1995,1990-1995,E,E,E,,,,False,False,False
III.10,c5db0b34,"Life expectancy at age 60, by sex",c5db0b34,"Life expectancy at age 60, by sex",760,Syrian Arab Republic,FSM,158.25,6.91666666,Northern Africa and Western Asia,G,Global,2019,YR,Years,1998,18.584,19.61,17.554,1995-2000,1995-2000,1995-2000,E,E,E,,,,False,False,False
III.10,c5db0b34,"Life expectancy at age 60, by sex",c5db0b34,"Life expectancy at age 60, by sex",760,Syrian Arab Republic,FSM,158.25,6.91666666,Northern Africa and Western Asia,G,Global,2019,YR,Years,2003,19.101,20.456,17.851,2000-2005,2000-2005,2000-2005,E,E,E,,,,False,False,False
III.10,c5db0b34,"Life expectancy at age 60, by sex",c5db0b34,"Life expectancy at age 60, by sex",760,Syrian Arab Republic,FSM,158.25,6.91666666,Northern Africa and Western Asia,G,Global,2019,YR,Years,2008,19.618,21.309,18.144,2005-2010,2005-2010,2005-2010,E,E,E,,,,False,False,False
III.10,c5db0b34,"Life expectancy at age 60, by sex",c5db0b34,"Life expectancy at age 60, by sex",760,Syrian Arab Republic,FSM,158.25,6.91666666,Northern Africa and Western Asia,G,Global,2019,YR,Years,2013,19.061,20.925,17.343,2010-2015,2010-2015,2010-2015,E,E,E,,,,False,False,False
III.10,c5db0b34,"Life expectancy at age 60, by sex",c5db0b34,"Life expectancy at age 60, by sex",760,Syrian Arab Republic,FSM,158.25,6.91666666,Northern Africa and Western Asia,G,Global,2019,YR,Years,2018,19.563,21.556,17.659,2015-2020,2015-2020,2015-2020,E,E,E,,,,True,True,True
III.10,c5db0b34,"Life expectancy at age 60, by sex",c5db0b34,"Life expectancy at age 60, by sex",762,Tajikistan,FSM,158.25,6.91666666,Central and Southern Asia,G,Global,2019,YR,Years,1993,15.461,16.197,14.592,1990-1995,1990-1995,1990-1995,E,E,E,,,,False,False,False
III.10,c5db0b34,"Life expectancy at age 60, by sex",c5db0b34,"Life expectancy at age 60, by sex",762,Tajikistan,FSM,158.25,6.91666666,Central and Southern Asia,G,Global,2019,YR,Years,1998,15.63,16.355,14.859,1995-2000,1995-2000,1995-2000,E,E,E,,,,False,False,False
III.10,c5db0b34,"Life expectancy at age 60, by sex",c5db0b34,"Life expectancy at age 60, by sex",762,Tajikistan,FSM,158.25,6.91666666,Central and Southern Asia,G,Global,2019,YR,Years,2003,16.156,17.129,15.236,2000-2005,2000-2005,2000-2005,E,E,E,,,,False,False,False
III.10,c5db0b34,"Life expectancy at age 60, by sex",c5db0b34,"Life expectancy at age 60, by sex",762,Tajikistan,FSM,158.25,6.91666666,Central and Southern Asia,G,Global,2019,YR,Years,2008,16.86,18.077,15.763,2005-2010,2005-2010,2005-2010,E,E,E,,,,False,False,False
III.10,c5db0b34,"Life expectancy at age 60, by sex",c5db0b34,"Life expectancy at age 60, by sex",762,Tajikistan,FSM,158.25,6.91666666,Central and Southern Asia,G,Global,2019,YR,Years,2013,16.388,17.597,15.285,2010-2015,2010-2015,2010-2015,E,E,E,,,,False,False,False
III.10,c5db0b34,"Life expectancy at age 60, by sex",c5db0b34,"Life expectancy at age 60, by sex",762,Tajikistan,FSM,158.25,6.91666666,Central and Southern Asia,G,Global,2019,YR,Years,2018,16.936,18.079,15.819,2015-2020,2015-2020,2015-2020,E,E,E,,,,True,True,True
III.10,c5db0b34,"Life expectancy at age 60, by sex",c5db0b34,"Life expectancy at age 60, by sex",764,Thailand,FSM,158.25,6.91666666,Eastern and South-Eastern Asia,G,Global,2019,YR,Years,1993,19.365,20.561,18.083,1990-1995,1990-1995,1990-1995,E,E,E,,,,False,False,False
III.10,c5db0b34,"Life expectancy at age 60, by sex",c5db0b34,"Life expectancy at age 60, by sex",764,Thailand,FSM,158.25,6.91666666,Eastern and South-Eastern Asia,G,Global,2019,YR,Years,1998,20.155,21.323,18.885,1995-2000,1995-2000,1995-2000,E,E,E,,,,False,False,False
III.10,c5db0b34,"Life expectancy at age 60, by sex",c5db0b34,"Life expectancy at age 60, by sex",764,Thailand,FSM,158.25,6.91666666,Eastern and South-Eastern Asia,G,Global,2019,YR,Years,2003,20.458,21.675,19.138,2000-2005,2000-2005,2000-2005,E,E,E,,,,False,False,False
